HISCO,EN_HISCO_TEXT,STATUS,RELATION,PRODUCT,HISCLASS,HISCLASS_5,SOCPO,HISCAM_U1
84915,Reciprocating Steam Engine Mechanic,,,,7,3,3,64.51
84920,Diesel Engine Mechanic (except Motor Vehicle),,,,,,,
84925,Turbine Mechanic (except Aircraft and Marine Turbines),,,,,,,
84930,Metalworking MachineTool Mechanic,,,,,,,
84935,Mining Machinery Mechanic,,,,7,3,3,64.51
84940,Printing Machinery Mechanic,,,,,,,
84945,Textile Machinery Mechanic,,,,,,,
84950,Woodworking Machinery Mechanic,,,,,,,
84955,Agricultural Machinery Mechanic,,,,,,,
84960,EarthMoving Equipment and Construction Machinery Mechanic,,,,,,,
84965,Office Machines Mechanic,31,,,6,2,42,64.51
84965,Office Machines Mechanic,,,,,,,
84970,Plant Maintenance Mechanic,,,,,,,
84975,PedalCycle Repairer,23,,,9,3,2,57.86
84975,PedalCycle Repairer,31,,,6,2,42,57.86
84975,PedalCycle Repairer,32,,,9,3,2,57.86
84975,PedalCycle Repairer,33,,,11,5,2,57.86
84975,PedalCycle Repairer,,,,9,3,3,57.86
84980,Oiler and Greaser (except Ships' Engines),31,,,6,2,3,60.88
84980,Oiler and Greaser (except Ships' Engines),33,,,11,5,1,60.88
84980,Oiler and Greaser (except Ships' Engines),,,,9,3,2,60.88
84985,Mechanical Products Inspector and Tester,33,,,9,3,3,66.11
84985,Mechanical Products Inspector and Tester,,,,7,3,42,66.11
84990,Machinery Fitters (except Electrical),33,,,9,3,2,61.29
84990,Machinery Fitters (except Electrical),,,,7,3,3,61.29
85000,Electrical Fitters and Related Electrical and Electronics Workers,,,,,,,
85100,Electrical Fitters,,,,,,,
85110,"Electrical Fitter, General",31,,,6,2,42,71.41
85110,"Electrical Fitter, General",33,,,9,3,2,71.41
85110,"Electrical Fitter, General",,,,7,3,3,71.41
85120,Electrical Motor and Generator Fitter,,,,,,,
85130,Electrical Transformer Fitter,,,,,,,
85140,Electrical Switchgear and Control Apparatus Fitter,,,,9,3,3,64.79
85150,Electrical Instrument Fitter,,,,,,,
85160,Electrical Elevator and Related Equipment Fitter,,,,,,,
85190,Other Electrical Fitters,,,,7,3,2,64.79
85200,Electronics Fitters,,,,,,,
85210,Electronics Fitter,,,,7,3,3,66.02
85220,"Electronics Fitter (Radio, Television and Radar Equipment)",,,,7,3,3,66.02
85230,Electronics Fitter (Medical Equipment),,,,,,,
85240,Electronic Computer and Related Equipment Fitter,,,,,,,
85250,Electronics Fitter (Industrial Equipment),,,,,,,
85260,Electronic Signalling Systems Fitter,,,,,,,
85290,Other Electronics Fitters,,,,,,,
85300,Electrical and Electronic Equipment Assemblers,,,,,,,
85320,Electrical Equipment Assembler,,,,,,,
85330,Electronic Equipment Assembler,,,,9,3,2,71.48
85340,Coil Winder (Machine),,,,,,,
85345,Coil Winder (Hand or Machine),,,,9,3,1,67.41
85350,Coil Winder (Hand),,,,,,,
85390,Other Electrical and Electronic Equipment Assemblers,,,,,,,
85400,Radio and Television Repairmen,,,,,,,
85420,Radio and Television Mechanic,33,,,9,3,2,66.02
85420,Radio and Television Mechanic,,,,,,,
85490,Other Radio and Television Repairmen,,,,,,,
85500,Electrical Wiremen,,,,,,,
85510,"Electrician, General",23,,,9,3,2,64.79
85510,"Electrician, General",31,,,6,2,42,64.79
85510,"Electrician, General",32,,,7,3,2,64.79
85510,"Electrician, General",33,21,,,,2,64.79
85510,"Electrician, General",33,,,9,3,2,64.79
85510,"Electrician, General",,,,7,3,3,64.79
85520,Building Electrician,,,,,,,
85530,Aircraft Electrician,,,,,,,
85535,Ship's Electrician,,,,,,,
85540,Vehicle Electrician,,,,,,,
85550,Stage and Studio Electrician,,,,,,,
85560,Maintenance Electrician,,,,,,,
85570,Electrical Repairman,,,,,,,
85590,Other Electrical Wiremen,,,,,,,
85600,"Telephone and Telegraph Installer, Specialisation Unknown",32,,,7,3,2,71.37
85600,"Telephone and Telegraph Installer, Specialisation Unknown",,,,7,3,2,71.37
85620,Telephone and Telegraph Installer,,,,7,3,3,67.26
85630,Telephone and Telegraph Mechanic,31,,,6,2,42,66.02
85630,Telephone and Telegraph Mechanic,,,,7,3,2,
85690,Other Telephone and Telegraph Installers,,,,,,,
85700,Electric Linemen and Cable Jointers,31,,,6,2,3,58.86
85700,Electric Linemen and Cable Jointers,32,,,7,3,2,58.86
85700,Electric Linemen and Cable Jointers,33,,,9,3,2,58.86
85700,Electric Linemen and Cable Jointers,,,,7,3,3,58.86
85720,Electric Power Lineman,,,,7,3,3,69.5
85730,Electric Traction Lineman,31,,,6,2,42,69.5
85730,Electric Traction Lineman,32,,,7,3,2,69.5
85730,Electric Traction Lineman,,,,7,3,2,69.5
85740,Telephone and Telegraph Lineman,32,,,7,3,2,66.02
85740,Telephone and Telegraph Lineman,33,,,9,3,2,66.02
85740,Telephone and Telegraph Lineman,,22,,,,3,66.02
85740,Telephone and Telegraph Lineman,,,,7,3,3,66.02
85750,Electric Cable Jointer,,,,,,,
85790,Other Electric Linemen and Cable Jointers,,,,7,3,3,64.79
85900,Electrical Fitters and Related Electrical and Electronics Workers Not Elsewhere Classified,,,,,,,
85920,Electrical and Electronic Products Inspector and Tester,,,,7,3,3,71.37
85990,Other Electrical Fitters and Related Electrical and Electronics Workers,,,,,,,
86000,Broadcasting and SoundEquipment Operators and Cinema Projectionists,,,,,,,
86100,Broadcasting Station Operators,,,,,,,
86120,Radio and Television Transmitting Equipment Operator,,,,,,,
86130,Radio and Television Studio Equipment Operator,,,,,,,
86190,Other Broadcasting Station Operators,,,,,,,
86200,SoundEquipment Operators and Cinema Projectionists,,,,,,,
86220,SoundRecording Equipment Operator,33,,,5,2,2,64.79
86220,SoundRecording Equipment Operator,,,,5,2,3,64.79
86230,Public Address Equipment Operator,,,,,,,
86240,Cinema Projectionist,,,,5,2,2,66.02
86290,Other SoundEquipment Operators and Cinema Projectionists,33,,,5,2,2,64.79
86290,Other SoundEquipment Operators and Cinema Projectionists,,,,5,2,3,64.79
87000,"Plumbers, Welders, SheetMetal, and Structural Metal Preparers and Erectors",,,,,,,
87100,Plumbers and Pipe Fitters,,,,,,,
87105,"Plumber, General",21,,,6,2,42,63.7
87105,"Plumber, General",22,,,7,3,3,63.7
87105,"Plumber, General",23,,,9,3,2,63.7
87105,"Plumber, General",31,,,6,2,42,63.7
87105,"Plumber, General",32,,,7,3,2,63.7
87105,"Plumber, General",33,,,9,3,2,63.7
87105,"Plumber, General",,,,7,3,3,63.7
87110,"Pipe Fitter, General",31,,,6,2,42,70.91
87110,"Pipe Fitter, General",33,,,9,3,2,70.91
87110,"Pipe Fitter, General",,,,7,3,3,70.91
87120,Gas Pipe Fitter,31,,,6,2,42,60.95
87120,Gas Pipe Fitter,32,,,7,3,2,60.95
87120,Gas Pipe Fitter,33,,,9,3,2,60.95
87120,Gas Pipe Fitter,,,,7,3,3,60.95
87130,Marine Pipe Fitter,,,,7,3,3,61.08
87140,Aircraft Pipe and Tube Fitter,,,,,,,
87190,Other Plumbers and Pipe Fitters,32,,,7,3,2,61.08
87190,Other Plumbers and Pipe Fitters,,,,7,3,3,61.08
87200,Welders and Flame Cutters,,,,,,,
87210,"Welder, General",32,,,9,3,2,59.34
87210,"Welder, General",33,,,11,5,2,59.34
87210,"Welder, General",,,,9,3,3,59.34
87215,Gas Welder,,,,,,,
87220,Electric Arc Welder (Hand),,,,,,,
87222,Electric Arc Welder (Hand or Machine),33,,,11,5,2,59.34
87222,Electric Arc Welder (Hand or Machine),,,,9,3,3,59.34
87225,Electric Arc Welder (Machine),,,,,,,
87230,Thermite Welder,,,,,,,
87235,Resistance Welder,,,,,,,
87240,Lead Burner,,,,7,3,3,59.34
87245,Brazer,,,,,,,
87250,Flamecutter (Hand),,,,9,3,3,61.08
87255,Flamecutter (Machine),,,,,,,
87260,Solderer (Hand),33,,,9,3,2,60.31
87260,Solderer (Hand),,,,7,3,3,60.31
87290,Other Welders and FlameCutters,,,,,,,
87300,Sheetmetal Workers,,,,,,,
87310,"SheetMetal Worker, General",32,,,7,3,2,64.41
87310,"SheetMetal Worker, General",33,,,9,3,2,64.41
87310,"SheetMetal Worker, General",,,,7,3,3,64.41
87320,SheetMetal Marker,,,,7,3,2,64.41
87330,Coppersmith,21,,,6,2,42,60.31
87330,Coppersmith,22,,,7,3,3,60.31
87330,Coppersmith,31,,,6,2,42,60.31
87330,Coppersmith,32,,,7,3,2,60.31
87330,Coppersmith,33,,,9,3,2,60.31
87330,Coppersmith,,,,7,3,3,60.31
87340,Tinsmith,21,,,6,2,42,56.56
87340,Tinsmith,23,,,9,3,2,56.56
87340,Tinsmith,31,,,6,2,42,56.56
87340,Tinsmith,32,,42,7,3,2,56.56
87340,Tinsmith,33,,,9,3,2,56.56
87340,Tinsmith,,,,7,3,3,56.56
87350,Boilersmith,21,,,6,2,42,57.7
87350,Boilersmith,31,,,6,2,42,57.7
87350,Boilersmith,33,,,9,3,2,57.7
87350,Boilersmith,,,,7,3,3,57.7
87360,Ornamental SheetMetal Worker,,,,7,3,3,60.31
87370,Vehicle SheetMetal Worker,,,,,,,
87380,Aircraft SheetMetal Worker,,,,,,,
87390,Other SheetMetal Workers,,,,,,,
87400,"Structural Metal Preparer or Erector, Specialisation Unknown",32,,,9,3,2,67.8
87400,"Structural Metal Preparer or Erector, Specialisation Unknown",33,,,11,5,2,67.8
87400,"Structural Metal Preparer or Erector, Specialisation Unknown",,,,9,3,2,67.8
87420,Structural Metal Marker,,,,,,,
87430,Structural Steel Worker (Workshop),32,,,7,3,1,61.08
87430,Structural Steel Worker (Workshop),33,,,9,3,1,61.08
87430,Structural Steel Worker (Workshop),,,,7,3,1,61.08
87440,Constructional Steel Erector,,,,9,3,3,67.8
87450,Metal Shipwright,11,,,7,3,42,60.31
87450,Metal Shipwright,32,,,7,3,2,60.31
87450,Metal Shipwright,33,,,9,3,3,60.31
87450,Metal Shipwright,,,,7,3,42,60.31
87455,Ship Plater,,,,,,,
87460,Hand Riveter,,,,,,,
87462,Riveter (Hand or Machine),31,,,6,2,3,55.22
87462,Riveter (Hand or Machine),33,,,11,5,1,55.22
87462,Riveter (Hand or Machine),,,,9,3,2,55.22
87465,Machine Riveter,,,,,,,
87470,Pneumatic Riveter,32,,,9,3,1,60.31
87470,Pneumatic Riveter,33,,,11,5,1,60.31
87470,Pneumatic Riveter,,,,9,3,2,60.31
87490,Other Structural Metal Preparers and Erectors,,,,9,3,2,60.31
88000,Jewellers and Precious Metal Workers,,,,,,,
88010,"Jeweller, General",22,,,7,3,42,73.88
88010,"Jeweller, General",23,,,9,3,3,73.88
88010,"Jeweller, General",31,,,6,2,42,73.88
88010,"Jeweller, General",32,,,7,3,3,73.88
88010,"Jeweller, General",33,,,9,3,3,73.88
88010,"Jeweller, General",,,,7,3,42,73.88
88020,Jewellery Repairer,,,,,,,
88030,Gem Cutter and Polisher,22,,,7,3,3,68.26
88030,Gem Cutter and Polisher,23,,,9,3,3,68.26
88030,Gem Cutter and Polisher,31,,,6,2,42,68.26
88030,Gem Cutter and Polisher,32,,,7,3,3,68.26
88030,Gem Cutter and Polisher,33,,,9,3,3,68.26
88030,Gem Cutter and Polisher,,,,7,3,42,68.26
88040,Gem Setter,,,,7,3,42,70.29
88050,Goldsmith and Silversmith,21,,,6,2,42,69.01
88050,Goldsmith and Silversmith,22,,,7,3,3,69.01
88050,Goldsmith and Silversmith,23,,,9,3,3,69.01
88050,Goldsmith and Silversmith,31,,,6,2,42,69.01
88050,Goldsmith and Silversmith,32,,,7,3,3,69.01
88050,Goldsmith and Silversmith,33,,,9,3,3,69.01
88050,Goldsmith and Silversmith,,21,,,,42,69.01
88050,Goldsmith and Silversmith,,,,7,3,42,69.01
88060,Precious Metal Roller,,,,,,,
88070,Precious Metal Leaf Roller,,,,7,3,3,70.29
88080,Jewellery Engraver,31,,,6,2,42,69.01
88080,Jewellery Engraver,,,,7,3,3,69.01
88090,Other Jewellery and Precious Metal Workers,11,,,7,3,42,77.86
88090,Other Jewellery and Precious Metal Workers,31,,,6,2,42,77.86
88090,Other Jewellery and Precious Metal Workers,32,,,7,3,2,77.86
88090,Other Jewellery and Precious Metal Workers,33,,,9,3,2,77.86
88090,Other Jewellery and Precious Metal Workers,,,,7,3,3,77.86
89000,"Glass Formers, Potters and Related Workers",,,,,,,
89100,"Glass Formers, Cutters, Grinders and Finishers",32,,,9,3,2,59.2
89100,"Glass Formers, Cutters, Grinders and Finishers",33,,,11,5,2,59.2
89100,"Glass Formers, Cutters, Grinders and Finishers",,,,9,3,3,59.2
89120,Glass Blower,21,,,6,2,42,53.58
89120,Glass Blower,23,,,9,3,2,53.58
89120,Glass Blower,33,,,9,3,2,53.58
89120,Glass Blower,,,,7,3,3,53.58
89124,Scientific Glass Blower,,,,7,3,3,53.58
89128,GlassBlowingMachine Operator,,,,9,3,3,54.66
89132,Glass Lens Moulder,,,,,,,
89136,GlassPressingMachine,,,,9,3,2,54.66
89140,GlassDrawingMachine Operator,,,,,,,
89144,PlateGlass Rollerman,,,,9,3,2,54.66
89148,PlateGlass Polisher,32,,,9,3,2,54.66
89148,PlateGlass Polisher,,,,9,3,3,54.66
89152,FloatGlass Bath Operator,,,,,,,
89156,Glass Cutter,33,,,11,5,2,57.22
89156,Glass Cutter,,,,9,3,3,57.22
89160,Optical Glass Cutter,32,,,9,3,2,54.66
89160,Optical Glass Cutter,33,,,11,5,2,54.66
89160,Optical Glass Cutter,,,,9,3,3,54.66
89164,Glass Edge Grinder,33,,,11,5,1,57.15
89164,Glass Edge Grinder,,,,9,3,2,57.15
89168,Lens GrindingMachine Operator,,,,,,,
89172,Lens PolishingMachine Operator,,,,,,,
89176,Glass Tube Maker,,,,,,,
89180,Glass Tube Bender,,,,,,,
89190,"Other Glass Formers, Cutters, Grinders and Finishers",,,,9,3,2,54.66
89200,"Potter or Related Clay and Abrasive Former, Specialisation Unknown",21,,,6,2,42,54.31
89200,"Potter or Related Clay and Abrasive Former, Specialisation Unknown",31,,,6,2,42,54.31
89200,"Potter or Related Clay and Abrasive Former, Specialisation Unknown",32,,,9,3,2,54.31
89200,"Potter or Related Clay and Abrasive Former, Specialisation Unknown",33,,,11,5,2,54.31
89200,"Potter or Related Clay and Abrasive Former, Specialisation Unknown",,,,9,3,3,54.31
89210,"Potter, General",32,,,7,3,2,59.11
89210,"Potter, General",33,,,9,3,2,59.11
89210,"Potter, General",,,,7,3,3,59.11
89215,Pottery and Porcelain Modeller,,,,7,3,3,54.31
89220,Pottery and Porcelain Mould Maker,,,,7,3,3,56.11
89225,Pottery and Porcelain Thrower,,,,9,3,2,55.27
89230,Pottery and Porcelain Jiggerman,,,,9,3,2,54.66
89235,Pottery and Porcelain Caster (Hand),,,,9,3,2,54.66
89240,Brick and Tile Moulder (Hand),31,,,6,2,3,54.66
89240,Brick and Tile Moulder (Hand),,,,9,3,1,57.95
89242,Brick and Tile Moulder (Hand or Machine),32,,,9,3,1,57.95
89242,Brick and Tile Moulder (Hand or Machine),,,,9,3,1,57.95
89245,Pottery and Porcelain Presser (Hand),,,,,,,
89247,Pottery and Porcelain Presser (Die or Hand),,,,7,3,1,54.66
89250,Pottery and Porcelain DiePresser,,,,,,,
89255,Clay ExtrudingPress Operator,,,,,,,
89260,Abrasive Wheel Moulder,,,,,,,
89290,Other Potters and Related Clay and Abrasive Formers,32,,,9,3,1,59.59
89290,Other Potters and Related Clay and Abrasive Formers,,,,9,3,2,59.59
89300,Glass and Ceramics Kilnmen,,,,9,3,3,54.66
89320,GlassMaking Furnaceman,33,,,11,5,1,54.66
89320,GlassMaking Furnaceman,,,,9,3,2,54.66
89330,GlassAnnealing Furnaceman,,,,,,,
89340,Glass Temperer,,,,9,3,2,54.66
89350,Pottery and Porcelain Kilnman,22,,,9,3,2,53.38
89350,Pottery and Porcelain Kilnman,31,,,6,2,3,53.38
89350,Pottery and Porcelain Kilnman,32,,,9,3,1,53.38
89350,Pottery and Porcelain Kilnman,33,,,11,5,1,53.38
89350,Pottery and Porcelain Kilnman,,11,,,,2,53.38
89350,Pottery and Porcelain Kilnman,,,,9,3,2,53.38
89360,Brick and Tile Kilnman,11,,,9,3,42,48.65
89360,Brick and Tile Kilnman,21,,,6,2,42,48.65
89360,Brick and Tile Kilnman,22,,,9,3,2,48.65
89360,Brick and Tile Kilnman,23,,,9,3,1,48.65
89360,Brick and Tile Kilnman,31,,,6,2,3,48.65
89360,Brick and Tile Kilnman,32,,,9,3,1,48.65
89360,Brick and Tile Kilnman,33,,,11,5,1,48.65
89360,Brick and Tile Kilnman,,,,9,3,2,48.65
89390,Other Glass and Ceramics Kilnmen,32,,,11,5,1,58.4
89390,Other Glass and Ceramics Kilnmen,33,,,11,5,1,58.4
89390,Other Glass and Ceramics Kilnmen,,,,11,5,2,58.4
89400,"Glass Engraver or Etcher, Specialisation Unknown",,,,,,,
89420,Glass Engraver,,,41,7,3,3,54.66
89420,Glass Engraver,,,,7,3,3,54.66
89430,Glass Etcher,,,,,,,
89440,Glass Sandblaster,,,,,,,
89490,Other Glass Engravers and Etchers,,,,9,3,3,54.66
89500,Glass and Ceramics Painters and Decorators,33,,,9,3,2,58.65
89500,Glass and Ceramics Painters and Decorators,,,,7,3,3,58.65
89520,Glass Painter,,,,7,3,3,54.66
89530,Ceramics Painter,32,,,7,3,2,57.61
89530,Ceramics Painter,,,,7,3,3,57.61
89540,Ceramics Decorator,,,,7,3,3,54.66
89550,Ceramics SprayPainter,,,,,,,
89560,Ceramics Dipper,,,,,,,
89570,Mirror Silverer,,,,,,,
89590,Other Glass and Ceramics Painters and Decorators,,,,11,5,2,59.27
89900,"Glass Formers, Potters and Related Workers Not Elsewhere Classified",,,,,,,
89920,Glass Mixer,,,,,,,
89930,Clay Mixer,32,,,9,3,1,58.52
89930,Clay Mixer,,,,9,3,2,58.52
89940,Clay Slip Maker,,,,,,,
89950,Glaze Maker,,,,,,,
89960,Abrasives Mixer,,,,,,,
89970,Fibreglass Maker,,,,,,,
89990,"Other Glass Formers, Potters and Related Workers",,,,9,3,2,58.52
90000,Rubber and Plastics Product Makers,,,,,,,
90100,"Rubber Product Maker, Specialisation Unknown",32,,,9,3,1,68.15
90100,"Rubber Product Maker, Specialisation Unknown",,,,9,3,2,68.15
90120,Rubber Millman,,,,,,,
90125,Rubber Calender Operator,,,,9,3,2,68.15
90130,Rubber ExtrudingMachine Operator,,,,,,,
90135,Rubber MouldingPress Operator,,,,,,,
90140,Rubber Goods Assembler,,,,,,,
90150,Plastics InjectionMoulding MachineOperator,,,,,,,
90155,Plastics CompressionMoulding MachineOperator,32,,,9,3,1,68.15
90155,Plastics CompressionMoulding MachineOperator,,,,9,3,2,68.15
90160,Plastics ExtrudingMachineOperator,,,,,,,
90165,Plastics Laminator,,,,,,,
90170,Plastics Products Assembler,,,,9,3,1,68.15
90180,Plastics Products Fabricator,,,,,,,
90190,Other Rubber and Plastics Products Makers (except Tire Makers and Tire Vulcanisers),,,,9,3,2,68.15
90200,"Tire Maker or Vulcaniser, Specialisation Unknown",31,,,6,2,3,68.15
90200,"Tire Maker or Vulcaniser, Specialisation Unknown",,,,9,3,2,68.15
90220,Tire Builder,,,,,,,
90230,Tire Moulder,,,,,,,
90240,Tire Rebuilder,,,,,,,
90290,Other Tire Makers and Vulcanisers,,,,11,5,2,68.15
91000,Paper and Paperboard Products Makers,,,,,,,
91020,Paper Box Maker (Hand),,,,,,,
91025,Paper Box Maker (Hand or Machine),32,,,9,3,1,64.88
91025,Paper Box Maker (Hand or Machine),33,,,11,5,1,64.88
91025,Paper Box Maker (Hand or Machine),,,,9,3,2,64.88
91030,Paper Box Maker (Machine),,,,,,,
91040,Cardboard LiningMachine Operator,,,,,,,
91050,Paper Box Cutting and CreasingPress Operator,,,,9,3,2,68.98
91060,CardboardPress Operator,,,,,,,
91070,Paper Bag and Envelope Maker (Machine),,,,,,,
91075,Paper Bag and Envelope Maker (Hand or Machine),22,,,9,3,2,68.98
91075,Paper Bag and Envelope Maker (Hand or Machine),31,,,6,2,3,68.98
91075,Paper Bag and Envelope Maker (Hand or Machine),,,,9,3,2,68.98
91080,Cellophane Bag Maker (Machine),,,,,,,
91090,Other Paper and Paperboard Products Makers,22,,,9,3,2,70.83
91090,Other Paper and Paperboard Products Makers,23,,,9,3,1,70.83
91090,Other Paper and Paperboard Products Makers,33,,,11,5,1,70.83
91090,Other Paper and Paperboard Products Makers,,,,9,3,2,70.83
92000,Printers and Related Workers,,,,7,3,3,64.66
92100,Compositors and TypeSetters,,,,,,,
92110,"Printer, General",11,,,7,3,42,67.59
92110,"Printer, General",22,,,7,3,3,67.59
92110,"Printer, General",23,,,9,3,3,67.59
92110,"Printer, General",31,,,6,2,42,67.59
92110,"Printer, General",32,,,7,3,3,67.59
92110,"Printer, General",33,,,9,3,3,67.59
92110,"Printer, General",,,,7,3,42,67.59
92120,Hand Compositor,23,,,9,3,2,61.68
92120,Hand Compositor,31,,,6,2,42,61.68
92120,Hand Compositor,33,,,9,3,2,61.68
92120,Hand Compositor,,,,7,3,3,61.68
92130,Linotype Operator,33,,,11,5,2,64.66
92130,Linotype Operator,,,,9,3,3,64.66
92135,Monotype Keyboard Operator,,,,9,3,2,64.66
92140,TypeCasting MachineOperator,,,,9,3,2,67.59
92145,Printing MakerUp,,,,,,,
92150,Imposer,,,,,,,
92155,PhotoTypeSetting Machine Operator,33,,,11,5,2,64.66
92155,PhotoTypeSetting Machine Operator,,,,9,3,3,64.66
92190,Other Compositors and TypeSetters,22,,,7,3,3,55.54
92190,Other Compositors and TypeSetters,33,,,9,3,2,55.54
92190,Other Compositors and TypeSetters,,,,7,3,3,55.54
92200,Printing Pressmen,,,,,,,
92220,Cylinder Pressman,,,,9,3,2,65.09
92225,Platen Pressman,33,,,11,5,1,64.66
92225,Platen Pressman,,,,9,3,2,64.66
92230,Rotary Pressman,33,,,11,5,1,67.59
92230,Rotary Pressman,,,,9,3,2,67.59
92240,Offset Pressman,,,,9,3,3,64.66
92250,Direct Lithographic Pressman,11,,,9,3,42,60.84
92250,Direct Lithographic Pressman,22,,,9,3,3,60.84
92250,Direct Lithographic Pressman,33,,,11,5,2,60.84
92250,Direct Lithographic Pressman,,,,9,3,3,60.84
92260,Rotogravure Pressman,,,,,,,
92270,Wallpaper Printer,22,,,9,3,3,64.66
92270,Wallpaper Printer,33,,,11,5,2,64.66
92270,Wallpaper Printer,,,,9,3,3,64.66
92290,Other Printing Pressmen,33,,,11,5,1,65.09
92290,Other Printing Pressmen,,,,9,3,2,65.09
92300,Stereotypers and Electrotypers,,,,,,,
92320,Stereotyper,,,,7,3,3,67.59
92330,Electrotyper,,,,,,,
92390,Other Stereotypers and Electrotypers,,,,7,3,3,65.09
92400,"Printing Engraver, Specialisation Unknown (except PhotoEngraver)",33,,,11,5,2,74.08
92400,"Printing Engraver, Specialisation Unknown (except PhotoEngraver)",,,,9,3,3,74.08
92415,Lithographer,23,,,9,3,2,68.26
92415,Lithographer,33,,,9,3,2,68.26
92415,Lithographer,,,,7,3,3,68.26
92420,"Metal Printing Plate, Roller and Die Engraver (Hand)",21,,,6,2,42,67.59
92420,"Metal Printing Plate, Roller and Die Engraver (Hand)",,,,7,3,3,67.59
92430,"Wood, Rubber or Linoleum Block Engraver (Hand)",,,,7,3,3,64.66
92440,Metal Printing Roller Engraver (Machine),,,,9,3,2,74.08
92445,Engraving Pantograph Operator,,,,,,,
92450,Lithographic Direct Transferrer,,,,,,,
92460,Metal Engraving Etcher,,,,9,3,2,74.08
92490,Other Printing Engravers (except PhotoEngravers),,,,9,3,3,64.66
92500,PhotoEngravers,,,,,,,
92510,"PhotoEngraver, General",31,,,6,2,42,64.66
92510,"PhotoEngraver, General",33,,,9,3,2,64.66
92510,"PhotoEngraver, General",,,,7,3,3,64.66
92520,Photogravure Cameraman,,,,,,,
92530,Photogravure Retoucher,,,,7,3,3,64.66
92540,PhotoMechanical Transferrer,,,,,,,
92550,Photogravure Etcher,,,,,,,
92560,Printing Plate Retoucher,,,,,,,
92590,Other PhotoEngravers,,,,,,,
92600,Bookbinders and Related Workers,,,,,,,
92620,Bookbinder (Hand),,,,7,3,3,62.36
92625,Bookbinder (Hand or Machine),21,,,6,2,42,62.36
92625,Bookbinder (Hand or Machine),22,,,7,3,3,62.36
92625,Bookbinder (Hand or Machine),23,,,9,3,2,62.36
92625,Bookbinder (Hand or Machine),31,,,6,2,42,62.36
92625,Bookbinder (Hand or Machine),33,,,9,3,2,62.36
92625,Bookbinder (Hand or Machine),,21,,,,3,62.36
92625,Bookbinder (Hand or Machine),,,,7,3,3,62.36
92630,Bookbinder (Machine),,,,,,,
92640,Book Embosser (Hand),,,,,,,
92645,Book Embosser (Hand or Machine),,,,,,,
92650,Book Embosser (Machine),,,,,,,
92690,Other Bookbinders and Related Workers,21,,,6,2,42,64.66
92690,Other Bookbinders and Related Workers,,,,7,3,3,64.66
92700,Photographic DarkRoom Workers,,,,,,,
92720,Colour Developer,,,,,,,
92730,BlackandWhite Developer,,,,,,,
92740,Photograph Printer,,,,,,,
92750,Photograph Enlarger,,,,,,,
92790,Other Photographic DarkRoom Workers,,,,9,3,2,64.66
92900,Printers and Related Workers Not Elsewhere Classified,,,,,,,
92920,SilkScreen Stencil Cutter,,,,,,,
92930,SilkScreen Printer,,,,,,,
92940,Block Printer,,,,,,,
92950,Textile Printer,23,,,9,3,2,64.66
92950,Textile Printer,,,,7,3,3,64.66
92990,Other Printers and Related Workers,,,,,,,
93000,Painters,,,,,,,
93100,"Painters, Construction",,,,,,,
93120,Building Painter,11,,,9,3,42,57.72
93120,Building Painter,21,,,6,2,42,57.72
93120,Building Painter,22,,,9,3,3,57.72
93120,Building Painter,23,,,9,3,2,57.72
93120,Building Painter,31,,,6,2,42,57.72
93120,Building Painter,32,,,9,3,2,57.72
93120,Building Painter,33,,,11,5,2,57.72
93120,Building Painter,,21,,,,3,57.72
93120,Building Painter,,,,9,3,3,57.72
93130,Structural Steel and Ship Painter,31,,,6,2,42,57.72
93130,Structural Steel and Ship Painter,33,,,11,5,2,57.72
93130,Structural Steel and Ship Painter,,,,9,3,3,57.72
93190,"Other Painters, Construction",,,,9,3,2,69.47
93900,Painters Not Elsewhere Classified,,,,,,,
93920,BrushPainter (except Construction),22,,,7,3,3,58.91
93920,BrushPainter (except Construction),23,,,9,3,2,58.91
93920,BrushPainter (except Construction),31,,,6,2,42,58.91
93920,BrushPainter (except Construction),33,,,9,3,2,58.91
93920,BrushPainter (except Construction),,,,7,3,3,58.91
93930,SprayPainter (except Construction),33,,38,11,5,2,58.91
93930,SprayPainter (except Construction),,,,9,3,3,58.91
93940,Hand Dipper,,,,,,,
93950,Sign Painter,,,,,,,
93960,Automobile Painter,31,,,6,2,42,60.68
93960,Automobile Painter,33,,,9,3,2,60.68
93960,Automobile Painter,,,,7,3,3,60.68
93990,"Other Painters, Construction",33,,,11,5,1,73.2
93990,"Other Painters, Construction",,,41,11,5,2,73.2
93990,"Other Painters, Construction",,,,11,5,2,73.2
94000,Production and Related Workers Not Elsewhere Classified,,,,,,,
94100,Musical Instrument Makers and Tuners,32,,,7,3,3,69.2
94100,Musical Instrument Makers and Tuners,,,,7,3,42,69.2
94120,Stringed Instrument Maker,,,,7,3,42,51.58
94130,Woodwind Instrument Maker,,,,,,,
94140,Metal Wind Instrument Maker,,,,,,,
94150,Accordion Maker,,,,,,,
94160,Organ Builder,22,,,7,3,3,55.61
94160,Organ Builder,23,,,9,3,3,55.61
94160,Organ Builder,33,,,9,3,3,55.61
94160,Organ Builder,,,,7,3,42,55.61
94170,Piano Maker,33,,,9,3,3,55.61
94170,Piano Maker,,,,7,3,42,55.61
94180,Musical Instrument Tuner,,,,7,3,42,51.58
