,inputs,hisco_1,prob_1,desc_1,hisco_2,prob_2,desc_2,hisco_3,prob_3,desc_3,hisco_4,prob_4,desc_4,hisco_5,prob_5,desc_5
5761,ge/de[SEP]kath. pfarrer,14120.0,0.99907696,Minister of Religion,,,No pred,,,No pred,,,No pred,,,No pred
5762,ge/de[SEP]vertragsangestellte,39310.0,0.8745965,"Office Clerk, General",,,No pred,,,No pred,,,No pred,,,No pred
5763,ge/de[SEP]fremdenheiminhaberin,-1.0,0.9931091,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
5764,ge/de[SEP]gastwirtstochter,51020.0,0.9482209,Working Proprietor (Hotel and Restaurant),,,No pred,,,No pred,,,No pred,,,No pred
5765,ge/de[SEP]landund,61110.0,0.97390467,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5766,ge/de[SEP]schriftsetzersehefrau,92120.0,0.78433883,Hand Compositor,,,No pred,,,No pred,,,No pred,,,No pred
5767,ge/de[SEP]kellner,53210.0,0.9951977,"Waiter, General",,,No pred,,,No pred,,,No pred,,,No pred
5768,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5769,ge/de[SEP]apparatenwarter,99910.0,0.7754755,Labourer,98990.0,0.2632545,Other Transport Equipment Operators,,,No pred,,,No pred,,,No pred
5770,ge/de[SEP]zivilarbeiterin,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
5771,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5772,ge/de[SEP]katrolleurin,39990.0,0.65676147,Other Clerks,94980.0,0.4384986,Quality Inspector,,,No pred,,,No pred,,,No pred
5773,ge/de[SEP]schwaasserin,87210.0,0.39935315,"Welder, General",,,No pred,,,No pred,,,No pred,,,No pred
5774,ge/de[SEP]bauerntochter,61110.0,0.87565273,General Farmer,-1.0,0.37801346,"Missing, no title",,,No pred,,,No pred,,,No pred
5775,ge/de[SEP]bauerntochter,61110.0,0.87565273,General Farmer,-1.0,0.37801346,"Missing, no title",,,No pred,,,No pred,,,No pred
5776,ge/de[SEP]kontoristin,39310.0,0.98769546,"Office Clerk, General",,,No pred,,,No pred,,,No pred,,,No pred
5777,ge/de[SEP]bauerntochter,61110.0,0.87565273,General Farmer,-1.0,0.37801346,"Missing, no title",,,No pred,,,No pred,,,No pred
5778,ge/de[SEP]auslandskorrespondentenehefrau,39320.0,0.6572653,Correspondence Clerk,,,No pred,,,No pred,,,No pred,,,No pred
5779,ge/de[SEP]bauerntochter,61110.0,0.87565273,General Farmer,-1.0,0.37801346,"Missing, no title",,,No pred,,,No pred,,,No pred
5780,ge/de[SEP]viehhandler,41025.0,0.9982151,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
5781,ge/de[SEP]reichsbahninspektor,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
5782,ge/de[SEP]bauernfrau,61110.0,0.9900305,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5783,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5784,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5785,ge/de[SEP]naherin,79510.0,0.9844095,"Hand and Machine Sewer, General",,,No pred,,,No pred,,,No pred,,,No pred
5786,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5787,ge/de[SEP]bauernund,61110.0,0.99995637,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5788,ge/de[SEP]landwirtsfrau,61110.0,0.9872469,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5789,ge/de[SEP]bauerntochter,61110.0,0.87565273,General Farmer,-1.0,0.37801346,"Missing, no title",,,No pred,,,No pred,,,No pred
5790,ge/de[SEP]privatmann,-1.0,0.93901104,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
5791,ge/de[SEP]ldw. arbeiterin,99900.0,0.97164977,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
5792,ge/de[SEP]samenhandlerin,41025.0,0.9985164,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
5793,ge/de[SEP]holzarbeitersehefrau,73200.0,0.8480957,"Sawyer, Plywood Maker or Related WoodProcessing Worker, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
5794,ge/de[SEP]kraftfahrer,98500.0,0.992308,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
5795,ge/de[SEP]landwirtstochter,61110.0,0.9605743,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5796,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5797,ge/de[SEP]friseurmeisterin,57025.0,0.9989795,Women's or Men's Hairdresser,,,No pred,,,No pred,,,No pred,,,No pred
5798,ge/de[SEP]hilfsarbeiterinnen,99910.0,0.9940508,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5799,ge/de[SEP]bootsbauer,98120.0,0.9659747,Boatswain,,,No pred,,,No pred,,,No pred,,,No pred
5800,ge/de[SEP]vertragsangestellte,39310.0,0.8745965,"Office Clerk, General",,,No pred,,,No pred,,,No pred,,,No pred
5801,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5802,ge/de[SEP]hausgehilfin,54020.0,0.9970209,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5803,ge/de[SEP]hilfsarbeiterin,99910.0,0.98539156,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5804,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5805,ge/de[SEP]feinmechaniker,84230.0,0.9971085,Precision Instrument Maker,,,No pred,,,No pred,,,No pred,,,No pred
5806,ge/de[SEP]hilfsarbeiterin,99910.0,0.98539156,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5807,ge/de[SEP]bauierntochter,61110.0,0.9820561,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5808,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5809,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5810,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5811,ge/de[SEP]kaufmannsehefrau,41025.0,0.98996794,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
5812,ge/de[SEP]bauerntochter,61110.0,0.87565273,General Farmer,-1.0,0.37801346,"Missing, no title",,,No pred,,,No pred,,,No pred
5813,ge/de[SEP]landhelferin,59940.0,0.2567115,Nursing Aid,,,No pred,,,No pred,,,No pred,,,No pred
5814,ge/de[SEP]hausgehilfin,54020.0,0.9970209,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5815,ge/de[SEP]dienstknecht,54020.0,0.9933982,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5816,ge/de[SEP]schlossersehefrau,87430.0,0.3845747,Structural Steel Worker (Workshop),87105.0,0.36557588,"Plumber, General",,,No pred,,,No pred,,,No pred
5817,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5818,ge/de[SEP]rentner,-1.0,0.99441504,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
5819,ge/de[SEP]hausgehilfin,54020.0,0.9970209,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5820,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5821,ge/de[SEP]bauerntochter,61110.0,0.87565273,General Farmer,-1.0,0.37801346,"Missing, no title",,,No pred,,,No pred,,,No pred
5822,ge/de[SEP]sortiererin,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
5823,ge/de[SEP]oberfeldwebelsehefrau,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
5824,ge/de[SEP]mechaniker,84900.0,0.4413025,"Machinery Fitter (except Electrical), Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
5825,ge/de[SEP]papierfabrikarbeiter,73400.0,0.8208003,"Paper Maker, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
5826,ge/de[SEP]modelleursehefrau,72500.0,0.44579816,"Metal Moulder or Coremaker, Specialisation Unknown",81940.0,0.29618046,Wooden Model Maker,,,No pred,,,No pred,,,No pred
5827,ge/de[SEP]haushalterin,22430.0,0.9622062,Housekeeper (Private Service),,,No pred,,,No pred,,,No pred,,,No pred
5828,ge/de[SEP]schneiderin,79100.0,0.9947996,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
5829,ge/de[SEP]maschinisten,96910.0,0.9690369,"Stationary Engine Operator, General",,,No pred,,,No pred,,,No pred,,,No pred
5830,ge/de[SEP]melkerin,62510.0,0.9428979,"Dairy Farm Worker, General",,,No pred,,,No pred,,,No pred,,,No pred
5831,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5832,ge/de[SEP]bauerin,61110.0,0.9997429,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5833,ge/de[SEP]bauerntochter,61110.0,0.87565273,General Farmer,-1.0,0.37801346,"Missing, no title",,,No pred,,,No pred,,,No pred
5834,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5835,ge/de[SEP]friseur,57025.0,0.9984763,Women's or Men's Hairdresser,,,No pred,,,No pred,,,No pred,,,No pred
5836,ge/de[SEP]dentisten,6310.0,0.9850413,"Dentist, General",,,No pred,,,No pred,,,No pred,,,No pred
5837,ge/de[SEP]hilfsarbeitersgattin,99910.0,0.8539953,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5838,ge/de[SEP]feinmechaniker,84230.0,0.9971085,Precision Instrument Maker,,,No pred,,,No pred,,,No pred,,,No pred
5839,ge/de[SEP]weinbauern und weinhandler,41025.0,0.9888326,Working Proprietor (Wholesale or Retail Trade),61235.0,0.24972427,Vine Grower,,,No pred,,,No pred,,,No pred
5840,ge/de[SEP]soldatenehefrau,58340.0,0.9966988,Other Military Ranks,,,No pred,,,No pred,,,No pred,,,No pred
5841,ge/de[SEP]hilfsarbsiterin,99910.0,0.9962375,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5842,ge/de[SEP]sozialrentner,19310.0,0.61134803,"Social Worker, General",,,No pred,,,No pred,,,No pred,,,No pred
5843,ge/de[SEP]sortiererin,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
5844,ge/de[SEP]sauglingsschwester,14140.0,0.9801083,Religious Worker (Member of Religious Order),,,No pred,,,No pred,,,No pred,,,No pred
5845,ge/de[SEP]landwirtstochter,61110.0,0.9605743,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5846,ge/de[SEP]kuchenchef,53120.0,0.43149295,Head Cook,,,No pred,,,No pred,,,No pred,,,No pred
5847,ge/de[SEP]vertreter,43200.0,0.99490756,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
5848,ge/de[SEP]hilfsarbeiterin,99910.0,0.98539156,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5849,ge/de[SEP]hausbesitzerin,-1.0,0.9851274,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
5850,ge/de[SEP]landwirt und fabrikarbeiter,61110.0,0.99710506,General Farmer,99930.0,0.99610955,Factory Worker,,,No pred,,,No pred,,,No pred
5851,ge/de[SEP]bauerntochter,61110.0,0.87565273,General Farmer,-1.0,0.37801346,"Missing, no title",,,No pred,,,No pred,,,No pred
5852,ge/de[SEP]bauerntochter,61110.0,0.87565273,General Farmer,-1.0,0.37801346,"Missing, no title",,,No pred,,,No pred,,,No pred
5853,ge/de[SEP]schlosserswitwe,87105.0,0.75874776,"Plumber, General",,,No pred,,,No pred,,,No pred,,,No pred
5854,ge/de[SEP]waschereibesitzer,56010.0,0.5937432,"Launderer,  General",,,No pred,,,No pred,,,No pred,,,No pred
5855,ge/de[SEP]hilfsarbeiterin,99910.0,0.98539156,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5856,ge/de[SEP]kfm. angestellte,53100.0,0.41951212,"Cook, Specialisation Unknown",41025.0,0.33594558,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred
5857,ge/de[SEP]kaufmannsgattin,41025.0,0.9971571,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
5858,ge/de[SEP]hausmagd,54020.0,0.8954994,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5859,ge/de[SEP]zivilarbeiter,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
5860,ge/de[SEP]lokomotivfuhrer,98320.0,0.9664239,Railway Engine Driver,,,No pred,,,No pred,,,No pred,,,No pred
5861,ge/de[SEP]vertreter,43200.0,0.99490756,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
5862,ge/de[SEP]stoffhandler,41025.0,0.9968382,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
5863,ge/de[SEP]kuchenhilfe,53190.0,0.8478045,Other Cooks,,,No pred,,,No pred,,,No pred,,,No pred
5864,ge/de[SEP]fabrikarbeiter,99930.0,0.99664176,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
5865,ge/de[SEP]bauerntochter,61110.0,0.87565273,General Farmer,-1.0,0.37801346,"Missing, no title",,,No pred,,,No pred,,,No pred
5866,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5867,ge/de[SEP]wascherin,56010.0,0.850749,"Launderer,  General",,,No pred,,,No pred,,,No pred,,,No pred
5868,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5869,ge/de[SEP]beschlagmeistersehefrau,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
5870,ge/de[SEP]kriegerswitwe,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
5871,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5872,ge/de[SEP]dienstmagad,54020.0,0.9984812,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5873,ge/de[SEP]mullerstochter,77120.0,0.99435836,Grain Miller,,,No pred,,,No pred,,,No pred,,,No pred
5874,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5875,ge/de[SEP]hilfsarbeiterin,99910.0,0.98539156,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5876,ge/de[SEP]dolmetscher,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
5877,ge/de[SEP]arbeiterin,99900.0,0.99470127,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
5878,ge/de[SEP]finanzoberinspektorsehefrau,21950.0,0.49482116,Budgeting and Accounting Manager,,,No pred,,,No pred,,,No pred,,,No pred
5879,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5880,ge/de[SEP]schlosser,87105.0,0.6017104,"Plumber, General",87430.0,0.41045025,Structural Steel Worker (Workshop),84105.0,0.32587647,"Machinery Fitter, General",,,No pred,,,No pred
5881,ge/de[SEP]revierforsterseheflrau,63220.0,0.9950472,Forest Supervisor,,,No pred,,,No pred,,,No pred,,,No pred
5882,ge/de[SEP]eisenbahnschaffneranwartersehefrau,36020.0,0.92142844,Railway Passenger Train Guard,,,No pred,,,No pred,,,No pred,,,No pred
5883,ge/de[SEP]bauerntochter,61110.0,0.87565273,General Farmer,-1.0,0.37801346,"Missing, no title",,,No pred,,,No pred,,,No pred
5884,ge/de[SEP]hausburschen,54020.0,0.25270402,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5885,ge/de[SEP]melkerin,62510.0,0.9428979,"Dairy Farm Worker, General",,,No pred,,,No pred,,,No pred,,,No pred
5886,ge/de[SEP]oberlokomotivfuhrer,98320.0,0.9837483,Railway Engine Driver,,,No pred,,,No pred,,,No pred,,,No pred
5887,ge/de[SEP]werkschreiberin,39320.0,0.98977435,Correspondence Clerk,,,No pred,,,No pred,,,No pred,,,No pred
5888,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5889,ge/de[SEP]bedienung,54010.0,0.93260235,"Domestic Servant, General",,,No pred,,,No pred,,,No pred,,,No pred
5890,ge/de[SEP]modistin,79320.0,0.9663467,"Milliner, General",,,No pred,,,No pred,,,No pred,,,No pred
5891,ge/de[SEP]elektrikersehefrau,85510.0,0.9489364,"Electrician, General",,,No pred,,,No pred,,,No pred,,,No pred
5892,ge/de[SEP]malergehilfen,93120.0,0.99944097,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
5893,ge/de[SEP]landwirtsfrau,61110.0,0.9872469,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5894,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5895,ge/de[SEP]bergmannsehefrau,61110.0,0.90676236,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5896,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5897,ge/de[SEP]fabrikarbeitersehefrau,99930.0,0.43502465,Factory Worker,22610.0,0.2344163,"Production Supervisor or Foreman, General",,,No pred,,,No pred,,,No pred
5898,ge/de[SEP]bauerntochter,61110.0,0.8756529,General Farmer,-1.0,0.37801242,"Missing, no title",,,No pred,,,No pred,,,No pred
5899,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5900,ge/de[SEP]gutsverwalter,21230.0,0.9821478,Farm Manager,,,No pred,,,No pred,,,No pred,,,No pred
5901,ge/de[SEP]metzgergehilfen,77310.0,0.9984351,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
5902,ge/de[SEP]mobelfabrikanten,21110.0,0.33166268,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
5903,ge/de[SEP]spezereiwarenhandler,41025.0,0.9625659,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
5904,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5905,ge/de[SEP]brauersehefrau,77810.0,0.65998703,"Brewer, General",,,No pred,,,No pred,,,No pred,,,No pred
5906,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5907,ge/de[SEP]hauptlehrerswitwe,13940.0,0.9942234,Head Teacher,,,No pred,,,No pred,,,No pred,,,No pred
5908,ge/de[SEP]bauerntochter,61110.0,0.8756529,General Farmer,-1.0,0.37801242,"Missing, no title",,,No pred,,,No pred,,,No pred
5909,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5910,ge/de[SEP]sortiererin,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
5911,ge/de[SEP]hausgehilfin,54020.0,0.9970209,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5912,ge/de[SEP]monteurin,84900.0,0.36103657,"Machinery Fitter (except Electrical), Specialisation Unknown",84300.0,0.26985335,MotorVehicle Mechanics,84400.0,0.24013998,Aircraft Engine Mechanics,,,No pred,,,No pred
5913,ge/de[SEP]bauerntochter,61110.0,0.8756529,General Farmer,-1.0,0.37801242,"Missing, no title",,,No pred,,,No pred,,,No pred
5914,ge/de[SEP]maurerstochter,95120.0,0.98601973,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
5915,ge/de[SEP]lohnbuchhaltersehefrau,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
5916,ge/de[SEP]bauerntochter,61110.0,0.8756529,General Farmer,-1.0,0.37801242,"Missing, no title",,,No pred,,,No pred,,,No pred
5917,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5918,ge/de[SEP]pflegersehefrau,7110.0,0.99060947,"Professional Nurse, General",,,No pred,,,No pred,,,No pred,,,No pred
5919,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
5920,ge/de[SEP]sagewerksarbatersehefrau,73210.0,0.54556185,"Sawyer, General",73200.0,0.46912253,"Sawyer, Plywood Maker or Related WoodProcessing Worker, Specialisation Unknown",,,No pred,,,No pred,,,No pred
5921,ge/de[SEP]hilfsarbeiterin,99910.0,0.98539156,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5922,ge/de[SEP]landwirtsehefrau,21230.0,0.7349908,Farm Manager,,,No pred,,,No pred,,,No pred,,,No pred
5923,ge/de[SEP]landarbeitersehefrau,62105.0,0.78423756,"FarmWorker, General",,,No pred,,,No pred,,,No pred,,,No pred
5924,ge/de[SEP]bauerntochter,61110.0,0.8756529,General Farmer,-1.0,0.37801242,"Missing, no title",,,No pred,,,No pred,,,No pred
5925,ge/de[SEP]ingenieur,2000.0,0.9964156,"Engineer, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
5926,ge/de[SEP]architekten,2120.0,0.9981823,Building Architect,,,No pred,,,No pred,,,No pred,,,No pred
5927,ge/de[SEP]dreher,83320.0,0.7760765,Lathe SetterOperator,,,No pred,,,No pred,,,No pred,,,No pred
5928,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5929,ge/de[SEP]landwirtsehefrau,21230.0,0.7349908,Farm Manager,,,No pred,,,No pred,,,No pred,,,No pred
5930,ge/de[SEP]postschaffner,37090.0,0.98331565,Other Mail Distribution Clerks,,,No pred,,,No pred,,,No pred,,,No pred
5931,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5932,ge/de[SEP]schuhmacher,80110.0,0.99635553,"Shoemaker, General",,,No pred,,,No pred,,,No pred,,,No pred
5933,ge/de[SEP]zeitungsverkaufer,41025.0,0.59176546,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
5934,ge/de[SEP]erbhofbauern,61110.0,0.98003083,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5935,ge/de[SEP]fabrikarbeiter,99930.0,0.99664176,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
5936,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5937,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5938,ge/de[SEP]maler und graphiker,93120.0,0.9582288,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
5939,ge/de[SEP]kontoristin,39310.0,0.98769546,"Office Clerk, General",,,No pred,,,No pred,,,No pred,,,No pred
5940,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5941,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5942,ge/de[SEP]arbeiter,99900.0,0.9896986,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
5943,ge/de[SEP]hebamme,7310.0,0.98917484,Professional Midwife,,,No pred,,,No pred,,,No pred,,,No pred
5944,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5945,ge/de[SEP]forstarbeitersehefrau,63220.0,0.5948098,Forest Supervisor,63230.0,0.39530092,Forestry Worker,,,No pred,,,No pred,,,No pred
5946,ge/de[SEP]hotelgehilfen,54090.0,0.8804539,Other Maids and Related Housekeeping Service Workers,,,No pred,,,No pred,,,No pred,,,No pred
5947,ge/de[SEP]kassiererin,33135.0,0.9212978,"Cashier, Office or Cash Desk",,,No pred,,,No pred,,,No pred,,,No pred
5948,ge/de[SEP]schriftsetzerseheirau,39320.0,0.3639909,Correspondence Clerk,,,No pred,,,No pred,,,No pred,,,No pred
5949,ge/de[SEP]mechaniker,84900.0,0.44130263,"Machinery Fitter (except Electrical), Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
5950,ge/de[SEP]fabrikarbeiterin,99930.0,0.9964371,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
5951,ge/de[SEP]schlosserhelfer,87105.0,0.50919676,"Plumber, General",87430.0,0.34170234,Structural Steel Worker (Workshop),84105.0,0.2340874,"Machinery Fitter, General",,,No pred,,,No pred
5952,ge/de[SEP]metzgersehefrau,77310.0,0.99390936,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
5953,ge/de[SEP]geflugelzuchter,58930.0,0.836273,Prison Guard,,,No pred,,,No pred,,,No pred,,,No pred
5954,ge/de[SEP]hausgehilfin,54020.0,0.9970209,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
5955,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5956,ge/de[SEP]stabshelferin,59940.0,0.9789451,Nursing Aid,,,No pred,,,No pred,,,No pred,,,No pred
5957,ge/de[SEP]ldw. arbeiterin,99900.0,0.97164977,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
5958,ge/de[SEP]mitfahrer und kassierer,33135.0,0.87502235,"Cashier, Office or Cash Desk",20210.0,0.7167828,Government Administrator,,,No pred,,,No pred,,,No pred
5959,ge/de[SEP]schreiner,81120.0,0.9996723,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
5960,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5961,ge/de[SEP]landwirt und werkschutzmann,61110.0,0.99554235,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5962,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
5963,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5964,ge/de[SEP]trodler,41025.0,0.9995196,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
5965,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
5966,ge/de[SEP]rentner,-1.0,0.99441504,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
5967,ge/de[SEP]verkauferin,45125.0,0.9712613,"Salesperson, Wholesale or Retail Trade",,,No pred,,,No pred,,,No pred,,,No pred
5968,ge/de[SEP]platzanweiserin,99910.0,0.8567043,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
5969,ge/de[SEP]kfm. angestellten,53100.0,0.64511466,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
